Price,Color,Weight,Smart Features,Energy Class,Noise Level
0.24489571496646018,8,0.4196428571428571,0,7,0.7272727272727266
0.2668890436567575,8,0.2232142857142857,0,8,0.6363636363636358
0.8533778087313515,6,0.8928571428571429,0,5,0.2727272727272725
0.17891572889556837,0,0.1964285714285714,0,8,0.6255892255892253
0.2522268245298926,8,0.2321428571428571,0,8,0.7272727272727266
0.5601334261940545,3,0.7410714285714286,0,8,0.545454545454545
0.8680400278582164,8,0.5267857142857143,0,8,0.0
0.413511234925406,8,0.5535714285714286,0,8,0.18181818181818166
0.2522268245298926,8,0.27678571428571425,0,8,0.7272727272727266
0.35486235841794656,8,0.47321428571428564,0,8,1.0
0.5234778783768924,3,0.6785714285714286,0,7,0.8181818181818175
0.3402001392910817,8,0.4196428571428571,2,7,1.0
0.2888823723470547,8,0.2232142857142857,0,7,0.7272727272727266
0.2962134819104872,8,0.24107142857142855,0,8,0.6363636363636358
0.7800667130970272,8,0.5803571428571429,2,6,0.3636363636363633
0.8533778087313515,6,0.5803571428571429,2,6,0.2727272727272725
0.9266889043656757,8,0.40178571428571425,2,8,0.18181818181818166
1.0,6,0.40178571428571425,2,8,0.09090909090909083
0.5601334261940545,2,0.8035714285714286,2,8,0.6255892255892253
0.20090905758586564,8,0.1964285714285714,0,8,0.9090909090909092
0.310875701037352,8,0.40178571428571425,0,8,0.8181818181818175
0.5601334261940545,8,0.5178571428571429,0,8,0.545454545454545
0.2522268245298926,8,0.4464285714285714,0,4,0.7272727272727266
0.23023349583959535,8,0.42857142857142855,0,6,1.0
0.4355045636157033,8,0.4464285714285714,0,6,0.6363636363636358
0.2815512627836223,8,0.2232142857142857,0,6,0.7272727272727266
0.5381400975037572,8,0.5178571428571429,0,6,0.6363636363636358
0.31820681060078443,8,0.45535714285714285,0,5,0.8181818181818175
0.31820681060078443,8,0.49107142857142855,0,6,0.8181818181818175
0.40618012536197357,8,0.49107142857142855,0,2,0.6363636363636358
0.5967889740112167,6,0.9464285714285714,0,6,0.45454545454545414
0.6847622887724057,0,0.9285714285714286,0,6,0.3636363636363633
0.4281734540522708,8,0.5225845025510205,0,6,0.545454545454545
0.7360800557164328,8,0.4464285714285714,0,7,0.3636363636363633
0.3402001392910817,8,0.4196428571428571,2,7,0.8181818181818175
0.413511234925406,8,0.5225845025510205,0,6,0.2727272727272725
0.413511234925406,8,0.5225845025510205,0,6,0.2727272727272725
0.4281734540522708,8,0.47321428571428564,0,5,0.545454545454545
0.39884901579854115,7,0.47321428571428564,0,7,1.0
0.39884901579854115,8,0.49107142857142855,0,6,0.6363636363636358
0.7800667130970272,6,0.9999999999999999,0,6,0.3636363636363633
0.2155712767127305,8,0.33035714285714285,0,0,0.9090909090909092
0.4501667827425681,5,0.625,0,5,0.545454545454545
0.37685568710824385,0,0.43749999999999994,0,0,0.9090909090909092
0.31820681060078443,8,0.3526785714285714,0,0,0.8181818181818175
0.37685568710824385,2,0.5225845025510205,0,6,0.9090909090909092
0.5967889740112167,0,0.9464285714285714,0,3,0.45454545454545414
0.08361130457094682,8,0.5225845025510205,0,6,1.0
0.15692240020527107,8,0.5225845025510205,0,0,1.0
0.09827352369781167,8,0.5225845025510205,0,6,1.0
0.3402001392910817,2,0.5225845025510205,0,6,0.8181818181818175
0.3035445914739196,8,0.5225845025510205,0,5,0.9090909090909092
0.10560463326124409,0,0.5225845025510205,0,1,1.0
0.15692240020527107,8,0.5225845025510205,0,5,0.9090909090909092
0.12026685238810894,8,0.5225845025510205,0,6,1.0
0.2155712767127305,8,0.21428571428571425,0,6,0.9090909090909092
0.2815512627836223,8,0.5225845025510205,0,6,0.9090909090909092
0.413511234925406,6,0.5803571428571429,0,6,0.2727272727272725
0.5234778783768924,5,0.5178571428571429,2,6,0.3636363636363633
1.0,6,0.5535714285714286,0,6,0.6255892255892253
0.7434111652798652,8,0.42857142857142855,0,6,0.3636363636363633
0.17891572889556837,8,0.17857142857142855,0,6,0.8181818181818175
0.8533778087313515,0,0.5982142857142857,2,6,0.2727272727272725
0.17158461933213592,8,0.5225845025510205,0,6,0.8181818181818175
0.15692240020527107,4,0.09821428571428571,0,6,0.9090909090909092
0.15692240020527107,0,0.09821428571428571,0,6,0.9090909090909092
0.15692240020527107,0,0.09821428571428571,0,6,0.9090909090909092
0.2888823723470547,8,0.3839285714285714,0,6,0.8181818181818175
0.15692240020527107,8,0.5225845025510205,1,6,0.9090909090909092
0.10560463326124409,8,0.5225845025510205,0,5,1.0
0.31820681060078443,2,0.5225845025510205,0,6,0.7272727272727266
0.362193467981379,8,0.5225845025510205,0,7,0.8181818181818175
0.2522268245298926,8,0.5225845025510205,0,7,0.8181818181818175
0.24489571496646018,8,0.4196428571428571,0,6,0.7272727272727266
0.24489571496646018,0,0.2232142857142857,2,5,0.7272727272727266
0.4501667827425681,8,0.4464285714285714,0,6,0.6255892255892253
0.3255379201642169,8,0.5225845025510205,0,6,0.6363636363636358
0.7800667130970272,0,0.6160714285714286,2,6,0.3636363636363633
0.5601334261940545,6,0.6517857142857143,0,6,0.45454545454545414
0.1349290715149738,8,0.5225845025510205,0,6,1.0
0.3402001392910817,8,0.4464285714285714,0,6,0.6363636363636358
0.14959129064183865,8,0.24107142857142855,0,5,1.0
0.7947289322238922,6,0.6160714285714286,2,6,0.3636363636363633
0.1349290715149738,8,0.5225845025510205,0,2,1.0
0.5601334261940545,7,0.5225845025510205,1,7,0.45454545454545414
0.35486235841794656,8,0.39285714285714285,1,7,0.6363636363636358
0.4721601114328654,8,0.5267857142857143,0,5,0.6363636363636358
0.4355045636157033,8,0.5089285714285714,0,5,0.6363636363636358
0.35486235841794656,8,0.43749999999999994,0,6,0.6363636363636358
0.12026685238810894,8,0.5225845025510205,0,6,1.0
0.6261134122649463,6,0.6160714285714286,2,6,0.45454545454545414
0.6627689600821085,0,0.5892857142857143,0,6,0.6255892255892253
0.5234778783768924,0,0.5446428571428572,0,6,0.6255892255892253
0.3402001392910817,8,0.5178571428571429,0,6,0.6255892255892253
0.3915179062351087,6,0.43749999999999994,0,5,0.6255892255892253
0.7434111652798652,0,0.9107142857142857,0,6,0.45454545454545414
0.7434111652798652,0,0.9107142857142857,0,6,0.45454545454545414
0.706755617462703,2,0.9107142857142857,0,7,0.45454545454545414
0.25955793409332506,0,0.2232142857142857,0,6,0.8181818181818175
0.25955793409332506,6,0.2232142857142857,0,7,0.8181818181818175
0.48682233055973023,6,0.4107142857142857,0,6,0.545454545454545
0.48682233055973023,0,0.4107142857142857,0,6,0.6255892255892253
0.5234778783768924,6,0.5225845025510205,0,6,0.545454545454545
0.24489571496646018,8,0.25,0,4,0.7272727272727266
0.23023349583959535,6,0.3571428571428571,0,6,0.8181818181818175
0.10560463326124409,8,0.5225845025510205,0,6,1.0
0.7800667130970272,6,0.9196428571428571,0,6,0.45454545454545414
0.48682233055973023,6,0.5892857142857143,0,6,0.545454545454545
0.4501667827425681,5,0.5151785714285715,0,6,0.545454545454545
0.23023349583959535,8,0.5225845025510205,0,6,0.8181818181818175
0.4501667827425681,5,0.5446428571428572,0,6,0.8181818181818175
0.07628019500751439,5,0.5225845025510205,0,6,1.0
0.1642535097687035,1,0.24107142857142855,0,4,0.8181818181818175
0.9633444521828379,7,0.4419642857142857,0,6,0.0
0.413511234925406,7,0.5535714285714286,0,6,0.3636363636363633
0.3402001392910817,8,0.39285714285714285,0,4,0.7272727272727266
0.17891572889556837,8,0.26785714285714285,0,7,0.9090909090909092
0.31820681060078443,8,0.3526785714285714,0,6,0.7272727272727266
0.6114511931380815,6,0.75,0,5,0.3636363636363633
0.4501667827425681,6,0.5225845025510205,0,6,0.45454545454545414
0.48682233055973023,6,0.5225845025510205,0,6,0.45454545454545414
0.5234778783768924,7,0.5225845025510205,0,4,0.45454545454545414
0.3402001392910817,8,0.5225845025510205,1,6,0.7272727272727266
0.6334445218283787,7,0.5225845025510205,1,6,0.3636363636363633
0.3402001392910817,7,0.5225845025510205,1,6,0.7272727272727266
0.39884901579854115,8,0.6607142857142857,1,5,0.7272727272727266
0.362193467981379,6,0.5357142857142857,1,6,0.6363636363636358
0.3402001392910817,8,0.5446428571428572,1,4,0.6363636363636358
0.5967889740112167,6,0.7142857142857143,1,5,0.45454545454545414
0.20824016714929805,8,0.2589285714285714,1,1,0.9090909090909092
0.48682233055973023,8,0.17857142857142855,1,6,0.45454545454545414
0.39884901579854115,8,0.17857142857142855,1,6,0.7272727272727266
0.0,7,0.0,1,4,1.0
0.1422601810784062,8,0.17857142857142855,0,7,1.0
